"","hpl4_a","hpl4_b","hpl4_c","hpl7_a","hpl7_b","hpl7_c","hpl8_a","hpl8_b","hpl8_c","lpl2_a","lpl2_b","lpl2_c","lpl6_a","lpl6_b","lpl6_c","lpl7_a","lpl7_b","lpl7_c","mpl4_a","mpl4_b","mpl4_c","mpl5_a","mpl5_b","mpl5_c","mpl9_a","mpl9_b","mpl9_c"
"lpl2_a_DN17746_c0_g1_i1",0,0,0,0,0,0,0,0,0,38.1660735452836,1.94552036394826,0,1.16784710027873,0,0.893200863417652,0,0,0,0,0,0,0,0,0,0,0.275223657012912,0
"lpl2_a_DN17737_c0_g1_i1",0,0,0,0,0,0,0,0,0,17.9310604138888,0,0,0,0.659464418922848,0,0,0,0,0,0,0,0,0,0,0,0,0
"lpl2_a_DN17702_c0_g1_i1",0,0,0,0,0.700427877438778,0,1.75420025540039,0.812755656714242,0,30.3125094484893,0,2.46459484448575,0.390014552962328,0,0.893828570323646,1.32635290254165,2.3424037042075,1.50222314180591,0,0,0,0,0,2.01591444299812,0,0.547357205222919,0
"lpl2_a_DN17733_c0_g1_i1",0,0,0,0,1.41043352475356,0,0,0,0,34.0653697020484,3.88192569798263,0,0.777644085187273,0,0.892537739148754,0,0,1.49426615859274,0,0,0,0,0,0,0.176211440429358,0,0
"lpl2_a_DN17717_c0_g1_i1",1.09710006166204,0,0,1.20844598969754,2.08647126276969,0,1.17725106042944,1.63244379621717,0.723456817005003,16.3635839032004,1.95758354884059,1.23465067590784,0,0,1.78732916286813,0,7.11134150597715,7.55722965035326,3.07972250856172,0,0,1.54058853439393,0,0,0.174133144763679,0.542117236428849,0
"lpl2_a_DN17747_c0_g1_i1",0,0,0,0,0,0,0,0.809591901676579,0,51.511125213251,0,0,0.773933708411245,1.30752944086183,0.889865623918111,0.645578216962476,2.29994988553027,0,0,0,0,0,0,1.00942381539025,1.95560729635171,0.279321353491646,0
"lpl2_a_DN6008_c1_g1_i1",1.09435327541634,0,0,0,0,0,0,0,0,40.5315908459376,0,0,0.390327389077924,0.674129171584233,0.894169210879617,0,2.35042706419399,1.50393681236851,1.0283837578567,0,0,0,1.00566806967285,0,0.524489979693349,0.818789946254325,0
"lpl2_a_DN6024_c0_g1_i2",0,0,2.1845706053237,0,0.70941852717477,0,0,0,0,69.6454694201559,0,2.45850131994438,1.16304489595059,1.97459500865894,0.8908657986605,0,0,1.48749885517333,1.03482691318361,0,0,0,0,2.01779771874146,0,0.278017996237195,0
"lpl2_a_DN6066_c0_g1_i1",0,0,0,0,0,0,0.587636064485166,0,0,24.4635616205943,0,0,0.781028946082637,0.676380004304912,0.893809180083544,0.667577392497437,0,3.0181599004964,0,0,0,0,1.00571518722753,0,0.34860258736831,0.543416836506254,0
"lpl2_a_DN6063_c0_g1_i2",0,3.34819983122546,0,0,0,0,0,0,0,22.459783370928,1.95939261763754,0,0,1.35476345034592,0.893637696054124,0,0,0,1.02652818799844,0,0,0,0,0,0,0,0
"lpl2_a_DN6055_c0_g1_i1",0,0,0,0,0,0,1.16966019520917,0,0,22.2409057360744,0,1.23220937150113,0.390085196748926,0,0.893730320427713,0,0,0,0,0,0,0,0,0,0.175079839155334,0,0
"lpl2_a_DN6044_c0_g1_i6",2.16854566635729,0,2.22538315098179,2.49562163748924,1.43666115237007,0,0.580101217747955,0.808128421492695,0,472.751690414261,7.59104378654542,8.58238734891239,4.23867162007498,3.8631555800993,6.21289016445224,2.54474713321126,9.12109928161579,7.36820287652627,1.03942922186451,0,8.3612266515799,0,0,1.01058281603047,13.4375937384796,10.1637846344827,0
"lpl2_a_DN23554_c0_g1_i1",0,0,0,0,0,0,0.583132342049006,0.811235901832777,0,18.0382037833764,1.94137374843263,1.2306745292619,1.16656315001217,0,0,0,4.64643888664031,2.98891866939408,0,0,0,0,0,0,0,0,0
"lpl2_a_DN23561_c0_g1_i1",0,0,0,0,0,0,0,0,0,40.3713338410811,3.90662219063777,0,0,0,0.893767720784934,0.662673452677281,0,1.50149280200226,0,0,0,0,0,0,0,0.273935696220721,0
"lpl2_a_DN23533_c0_g1_i1",0,0,0,0,0,0,0,2.43896155701858,0,16.1846018154708,0,0,1.17057249447258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lpl2_a_DN23547_c0_g1_i1",0,0,2.17972808975717,0,0,0,0,2.4313929011882,0,29.8998102348195,0,1.22962822879902,1.16389216596434,0,0.891260361038511,0.651452840237532,0,1.48917827214272,0,0,0,0,0,0,0,0.277504486500715,0
"lpl2_a_DN23596_c0_g1_i1",0,0,0,0,0,0,0,0,0,38.079124578839,0,0,0,0,0.892574086288697,0,0,0,0,0,0,0,0,0,0.704758598324378,2.20755731827324,0
"lpl2_a_DN23535_c0_g1_i1",0,0,0,0,0,0,0,0.812787199784549,0,36.3899984200682,0,0,0,0.672366141083209,0,0,0,0,0,0,0,0,0,0,0.175098917991372,0,0
"lpl2_a_DN23563_c0_g1_i1",0,0,0,0,0,0,0,0.814880704585966,0,34.6279210755537,0,2.46637510526137,0,0.676327018400167,0,0,0,1.50807565042057,0,0,0,0,0,0,0.523238614807255,1.08751045242199,0
"lpl2_a_DN23587_c0_g1_i1",0,0,0,0,0,0,0,0,0,34.2342339937776,0,0,0.389529564189833,0,0,0,0,1.49894271362802,0,0,0,0,0,0,0,0,0
"lpl2_a_DN23568_c0_g1_i1",0,0,0,0,0,0,0,0,0,24.4878791322642,0,0,0.390536122180647,0.676956338861038,0,0,0,0,0,0,0,0,0,1.0082897448575,0.696991474562916,0.543140579441177,0
"lpl2_a_DN23556_c0_g1_i1",0,0,0,0,0,0,0,0.815548719726587,0,18.3562605117131,1.96033756083373,1.23357645433108,0.781031811740438,0.676540173690428,1.78779867013321,0,2.36606006272167,0,0,0,0,0,0,0,0,0,0
"lpl2_a_DN23502_c0_g1_i1",0,0,0,0,0,0,0,0,1.45587302297877,24.0614051730824,0,0,0.388941951992416,0,0,0.656929922685332,0,0,0,0,0,0,0,0,2.46568793340173,1.10318241709403,0
"lpl2_a_DN23523_c0_g1_i1",0,0,0,0,0,0,0.588897936402189,0,0,12.2806517641656,0,0,0,0,0,0,0,1.51169421337145,0,0,5.5518893735583,0,1.00602638788176,0,0,0,0
"lpl2_a_DN23584_c0_g1_i1",0,0,0,0,0,0,0,0,0,30.3953005544389,0,3.69677662041937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lpl2_a_DN23575_c0_g1_i1",0,0,0,0,0,0,0,0,0,28.7018148654682,0,0,0,0,1.7863260059676,0,0,0,0,0,0,0,0,0,0.347977063055817,0.541347491666036,0
"lpl2_a_DN23553_c0_g1_i1",0,0,0,0,0,0,0,0,0,55.9221896600438,0,2.45992959409066,0.388288254089615,0,1.78344340371993,0,0,0,1.03366874682777,0,0,0,0,0,0,0,0.829468138434356
"lpl2_a_DN23560_c0_g1_i1",0,0,0,0,0,0,0,0,0,67.4512886260692,0,0,0,1.96536850074948,0.890174722788631,1.29372969404406,0,0,0,0,0,0,0,0,0.532788962742348,0.557838440916332,0
"lpl2_a_DN8548_c0_g1_i1",0,0,0,0,0,0,0,0,0,26.6228873801956,0,1.23508141702296,0,0.678163137813997,0,1.33785111894552,2.3728513898866,1.51212954502653,0,0,0,0,1.00612628009699,0,1.91453020745971,0,0
"lpl2_a_DN8528_c0_g1_i1",0,0,0,0,0,0,0,0,0,30.0726540027761,1.94198773770094,2.46150295540186,0,0.665686267293377,0.892660906155913,0,2.32382448555695,0,0,0,0,0,0,0,0,0.275854157312328,0
"lpl2_a_DN8529_c0_g1_i1",0,0,2.14316719292692,0,0,0,0,0,0,28.2793364293343,0,0,0.779850873386854,0.671909303293039,0,0,0,1.50215249276589,0,0,0,0,0,1.00790090358316,0.700768877022837,0.547503723171238,0
"lpl2_a_DN8539_c0_g1_i1",0,0,0,0,0,0,0,0,0,30.4678229276199,0,3.69648302052235,0.390312614535413,0.675143402711031,0,0,2.35609312823082,0,0,0,0,0,0,0,0,0.272453991816845,0
"lpl2_a_DN8552_c0_g2_i1",0,0,0,0,0,0,0,0,0,18.4297416413153,0,0,0,0.678063881789071,0.8935840399895,0,2.37256625306125,0,0,0,0,0,0,0,0.522142522072663,0.270787048739763,0
"lpl2_a_DN8511_c0_g1_i1",0,0,0,0,0,0,0,0,1.44702288508344,18.3922538402127,0,1.23427886221687,0,0.677446810802532,0.893689388748634,0,0,1.51055939519891,0,0,0,0,0,0,1.04515993449011,0,0
"lpl2_a_DN8565_c0_g2_i1",0,0,0,0,0,0,0,0,0,20.0242665226668,0,0,0.777382883028261,0.664434757314197,2.67704579672265,0.655666041895595,0,1.49349908461301,0,0,0,0,0,0,1.05796100743228,1.10484316312676,0
"lpl2_a_DN8565_c0_g3_i1",0,0,0,0.303731383976208,0,0,0,0,0,16.215973643697,0,0,0,0,0,0,2.35139439091864,0,0,0,0,0,2.01076973592554,0,0.524294106250839,0.81859548650277,0
"lpl2_a_DN8542_c0_g1_i1",0,0,0,0,0,0,0,0,0,20.52336480184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521459280737532,0,0
"lpl2_a_DN8546_c0_g1_i1",0,0,2.16338370376653,0,0,0,0,0,0,26.0689747690536,0,0,0.388928432847887,0,1.78548403105974,0,0,0,0,0,0,0,0,0,0.176111005619229,0,0
"lpl2_a_DN18279_c0_g1_i1",0,3.38114887623865,0,0,0,0,0,0,0,39.8937757225201,0,9.83829450846159,0.7761558550767,0.660557124966659,0.891422548053703,0,0,0,0,0,0,0,0,0,0,0,0
"lpl2_a_DN18230_c0_g1_i1",1.09559073991995,0,4.24647608045311,0,0,0,0,0,0,24.4452324936565,0,1.23326860499574,0.390297115536943,0,1.78831261907419,0,9.45138145941746,0,0,0,0,0,0,0,0,0.271862431454428,0
"lpl2_a_DN18202_c0_g1_i1",0,0,0,0,0,0,0,0,0,30.6975319822868,0,0,0,0,0.893984125468825,0,0,0,0,0,0,0,0,0,0,0,0
"lpl2_a_DN18243_c0_g1_i1",1.09513742943404,0,0,0.30305117994944,0,0,0.586887595555171,0,0,24.4167033372832,0,0,0,0.675505827115989,0.894336041207913,0.666879563558001,0,0,0,0,0,0,0,0,0.698004434005911,0,0
"lpl2_a_DN18261_c0_g1_i1",1.09304431628118,0,0,0,0,0,0,0,0,18.1753327105224,1.95381222176427,0,0,0,0.893608532450662,0.663103962171452,0,0,2.05885451434834,0,0,0,0,0,0,0,0
"lpl2_a_DN18262_c0_g1_i1",3.28692789476355,0,0,0.30275565315586,0,0,0,0,0,30.5710913013404,0,0,0,0,1.78786891511879,0,0,0,0,0,0,0,0,0,0,0,0
"lpl2_a_DN18264_c0_g1_i1",0,0,0,0,0,0,0,0,0,28.0329272649041,0,0,0.388685408933051,0,0,0,0,0,2.06527174719612,0,0,0.779680997997831,0,0,0.176331918132706,0,0
"lpl2_a_DN18260_c0_g1_i1",0,0,0,0,0,0,0,0,0,18.1685427824025,3.90632128768499,0,4.67725077529733,2.68531824438802,0,0,14.0380891195909,1.50141356240775,1.0296226878986,0,0,0,0,0,0,0,0
"lpl2_a_DN18297_c0_g1_i1",1.08808405575111,0,0,0.308730483327108,0,0,0,0,0,47.6547101294413,1.92276151003754,7.37269087797038,0,0.656020369157869,0,1.94314516017698,0,0,0,0,0,0,0,0,0,0,0
"lpl2_a_DN18257_c0_g1_i1",0,0,0,0,0,2.83606940354559,0,0,0,26.3425938138471,1.95765070861626,3.69677662041937,0.780606970985504,0,0.894203882466926,1.33011122035953,0,0,0,0,0,0,0,0,0,0,0.827513747020432
"lpl2_a_DN18212_c0_g1_i1",0,0,0,0,0,0,0,0,0,18.3594542058673,0,0,0,0,0,0,0,1.50928644621618,0,0,2.77884425374507,0,0,0,0,0,0
"lpl2_a_DN18229_c0_g1_i1",0,0,2.14923104564769,0,0,0,0,0,0,48.3682308319637,0,0,1.94797049492517,0,0,0,0,5.99874482807472,1.03033468648574,0,0,0,0,0,0,0.274338397330147,0
"lpl2_a_DN18240_c0_g1_i1",0,0,0,0,0,0,0,0,0,20.1209133553077,0,1.23180563933791,1.55757866975164,0,0,0.660098237846208,2.33237250225348,5.9931184248842,0,0,0,0,0,0,0.702545325690296,0.824338752741716,0
"lpl2_a_DN18246_c0_g1_i1",0,0,0,0,0,0,0,0,0,22.3776543553082,0,0,0,0,0,0,2.35833468301063,0,0,2.55386459023368,0,0,1.00541568591548,0,0,0,0
"lpl2_a_DN18290_c0_g1_i1",0,0,0,0,0,0,0,0,0,23.828152846182,0,1.22878925644127,0,0,0,1.29549439949863,0,0,0,0,0,0,0,0,0,0,0
"lpl2_a_DN18213_c0_g1_i1",2.177424079859,0,0,0,0,0,0,0,0,43.7716289315232,0,0,0,0,0.890837004843678,1.94896760000257,0,1.48737653524779,0,0,0,0,0,0,0.354390184641166,0.278055470003552,0
"lpl2_a_DN18226_c0_g1_i1",0,0,0,0,0,0,0,0,0,28.5039997506896,0,1.23295537142755,0.780703352028063,0,0,0,2.36167684888996,1.5075696582033,0,0,0,0,0,0,0,0.271943310699217,0
"lpl2_a_DN18295_c0_g1_i1",0,0,0,0,0,0,0,0.81156505665932,0,32.1284994161968,0,0,0,0.667362750139428,0.893104257465178,0.658388709240518,0,0,0,0,0,0,0,1.00797804709568,0.879467821670231,0,0
"lpl2_a_DN6698_c0_g1_i1",0,0,0,0,0,0,0,0,0,22.2721976737903,0,0,0,0,0,0,0,1.50366036805716,0,0,0,0,0,1.00812039661003,0.174928995071043,0.273147850507416,0
"lpl2_a_DN13468_c0_g1_i1",0,0,2.12365439599223,0,0,0,0,0,0,24.4432384062732,0,0,1.95178169514316,0.676327018400167,0,0,0,0,0,0,0,0,0,0,0.174412871602418,0.543755226210994,0
"lpl2_a_DN13471_c0_g1_i1",0,0,0,0,0,0,0,0,0,14.2982022428338,0,2.46841138749802,0.390583538879069,0,0,0,0,0,0,0,0,0,0,0,0.348412381518524,0,0
"lpl2_a_DN13421_c0_g1_i1",0,0,0,0,0,0,0,0,0,16.2408358754373,3.91759307266247,1.2320280073372,0,0,0.894280801501378,0,4.71092096937853,0,0,0,2.78500968452214,0,0,0,0.873239361117261,0.817696066349993,0
"lpl2_a_DN13418_c0_g1_i1",0,0,0,0,0,0,0,0,0,199.678727012889,0,2.46470736033712,1.16897089047608,0,4.4678237819927,0.661827074688454,4.67554940138096,0,0,0,2.78835658194457,0,0,0,0,0.274183348272277,0
"lpl2_a_DN13420_c0_g1_i1",0,0,0,0,0,0,0,0,0,16.3252527548428,5.87823406289722,0,0.781072244361294,0,0,0,0,0,0,0,0,0,0,0,0,0.271570289720589,0
"lpl2_a_DN13477_c0_g1_i1",0,0,0,0,0,0,0,0,0,18.320346838874,0,0,0.780583073703702,0,0,0,0,0,0,0,0,0,0,0,0.174463554009502,0,0
"lpl2_a_DN13476_c0_g1_i1",1.09559073991995,0,0,0.302852888589152,0,0,0,0,0,12.2226162468282,0,0,0,0,0.894156309537093,0,0,0,0,0,0,0,0,0,0,0.271862431454428,0
"lpl2_a_DN13409_c0_g1_i1",0,0,0,0,0,0,0,0,0,30.2809046373375,0,0,0,0,0,0,0,0,2.0592453757972,0,2.78845931654061,0,0,0,0.87636147017125,0.547903124086944,0
"lpl2_a_DN13492_c0_g1_i1",0,0,0,0,0,0,0,2.44479473193228,0,24.4472065695366,5.88235550644986,2.46670353897326,0,0,1.78844185154422,0.667267731629775,0,0,0,0,0,0,0,0,0.697615580531629,0.271847552385366,0
"lpl2_a_DN13458_c0_g1_i1",0,0,0,0,0,0,0,0,0,41.8544918085223,0,0,0,1.31967916228063,0.891231882115802,0,0,0,0,0,0,0,0,0,1.23869410872409,0.277541551367219,0
"lpl2_a_DN13454_c0_g1_i1",0,0,0,0,0,0,0,0,0,12.2613550687007,0,2.46850520529488,0.390596237412483,0.677636851429281,1.78767610064615,0,4.74008030104503,0,0,0,0,0,0,0,0,0,0.827796377387655
"lpl2_a_DN13406_c0_g1_i1",0,0,0,0,0,0,0,0,0,10.2466903639937,0,1.23492261545891,0,0.677984262944974,0,0.669255868764853,2.37380882935893,0,0,0,0,0,0,0,0,0,0
"lpl2_a_DN13462_c0_g1_i1",0,0,0,0.306059583039308,0,0,0,0,0,26.0778238939515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lpl2_a_DN13494_c0_g1_i4",0,0,0,0,0.703267020931094,0,0,2.43532768386898,0,40.2064255953443,3.89425428160055,3.69477233961786,0.389360937539281,0,0,1.97824897728235,2.33022147870222,1.49735537402077,0,0,0,0,1.00620173836547,0,1.58172096171838,0.275023355629958,0
"lpl2_a_DN13449_c0_g1_i1",0,0,0,0,0.702013824093606,0,0,0,0,16.1196940353423,0,0,0.779091427060541,0,1.78723760592085,0,0,0,0,0,0,0,0,0,0,0,0
"lpl2_a_DN13497_c0_g1_i1",0,0,0,0,1.39922009239771,0,0,0,0,50.6031401750812,0,1.23215616787528,0.390246596020698,0,0,0,2.34768145799237,0,0,0,0,0,0,0,0.174947409812973,0,0
"lpl2_a_DN13428_c0_g1_i1",0,0,0,0,0,0,0,0,0,38.8526581422929,0,0,0,1.35576301507722,0,0,0,0,0,0,0,0,0,0,0.174133631355399,0.271115512133494,0
"lpl2_a_DN7045_c0_g1_i1",2.19762243277212,0,0,0.301658758887369,0,0,0,0,0,12.3220736114509,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00929731644277,1.04271992286696,0.811337129688219,0.828026310307792
"lpl2_a_DN7011_c0_g2_i1",0,0,0,0,0,0,0,0,0,32.431947287394,0,2.46500049379339,1.95162477170367,0,0,0.665412262199644,2.35139439091864,0,0,0,0,0,0,0,0,0,0
"lpl2_a_DN7071_c0_g1_i1",0,0,0,0,0,0,0,0,0,32.2970670728649,9.76655547659441,0,0.779570068044662,0,0.893767720784934,0,2.33984267734607,0,0,0,0,0,0,0,0,0,0
"lpl2_a_DN7014_c0_g1_i1",0,0,0,0.30428771819635,0,0,0,0,0,18.1984837768911,0,1.23222775992271,0,1.34492916553211,0.893747893205089,0,0,0,0,0,0,0,0,0,0.875354235389689,0.27352950043947,0
"lpl2_a_DN7024_c0_g1_i1",0,0,0,0,0,0,0,0,0,22.0242352556245,0,1.23043030496637,0.777346792701579,0,0,0,2.32101585263978,0,0,0,0,0,1.00701239832188,0,0.529026123482738,0.276243297601755,0
"lpl2_a_DN7033_c0_g1_i1",0,0,0,0,0,0,0,0.812608354167215,0,18.1739409441752,0,1.2322140270134,0.389853737854101,0.671595306397954,2.68115967356375,0,2.34064133585937,0,0,0,0,0,1.00594256024892,2.01577222858116,0.876143810451678,0,0
"lpl2_a_DN7033_c0_g2_i1",0,0,0,0.306532616908491,0,0,0,0,0.728350678065575,70.0983687896369,5.81923251000324,2.46099389891476,1.55489290445147,0.664629982374314,2.67718356363629,0.655850714827811,6.96487325111426,0,1.03256479682161,0,2.78790573472567,0,4.02793450065237,5.04102480309681,1.58671627730937,0.552313896271476,0
"lpl2_a_DN7033_c0_g3_i1",0,0,0,0,0,0,0,0,0,14.2585557369927,0,0,0,0.676327018400167,0,0,0,0,0,0,0,0,0,0,0,0,0
"lpl2_a_DN7082_c0_g2_i1",0,0,0,0,0,0,0,0.815784130537024,0,38.7661032597537,5.87794237744329,3.70088985107714,0.390502276747008,0,0.893410902255043,0.667764927815138,0,1.50966639188084,0,0,0,0,0,0,0,0,0
"lpl2_a_DN7095_c0_g1_i2",1.08557524081948,0,0,0.93255849459198,0.715738354988543,0,0,0,0,124.093161197374,3.81239914697993,2.45398397257828,1.93006992656155,2.59178952337692,3.55408406039585,0,2.28843343080922,1.47763767206403,0,0,0,0,0,1.01010701744421,2.14308186564518,0.843212767038534,0
"lpl2_a_DN7034_c0_g1_i1",0,0,0,0,0,0,0,0,0,88.8111277104838,0,1.2274310714295,1.15900492143236,0.649895116414724,0.888974963997222,0,4.58460290095976,1.47952912933311,1.03747761746495,0,0,0,0,0,0.356635722382947,0,0
"lpl2_a_DN7034_c0_g2_i1",0,0,0,0,0,0,0,0,0,60.5252606112724,0,0,0.779409260916361,0,3.57455323317057,0,0,0,2.05982818297604,0,0,0,0,1.0079044349621,0,0,0
"lpl2_a_DN7093_c0_g1_i1",0,0,0,0,0,0,0,0,0,30.0612643079285,0,0,0,0.665357826157721,0,0.656480101008213,0,1.49438170999966,0,0,0,0,0,0,0.176195121839249,0,0
"lpl2_a_DN7040_c0_g1_i1",0,0,0,0,0,0,0,0,0,24.1579333673146,3.89987243070856,0,0,0,0,0.660492123775622,7.00093691620711,0,0,0,0,0,0,0,0.351119286263968,0,0
"lpl2_a_DN7048_c0_g1_i1",0,0,0,0.302985428191916,0.697217988836817,0,0,0,0,16.2825532749339,1.96030832839286,0,0,0.675840093300102,0,0,0,0,0,0,5.56691951755672,0,0,0,0.174470901315488,1.08818875842112,0
"lpl2_a_DN7052_c0_g1_i1",0,0,0,0,0.704769316793615,0,0,0.811341317056406,0,64.1697840469011,0,0,0,0,0,0,0,1.49506268714276,0,0,0,0,3.02037090019654,0,0,0,0
"lpl2_a_DN7035_c0_g1_i1",0,0,0,0,0,0,0,0,0,61.5570927925516,0,3.6863788300906,0.774679166145296,0,1.78077816554849,0.647763297540532,4.60895745302437,5.94188383492798,0,0,0,0,0,0,0,0.278640077846295,0
"lpl2_a_DN7035_c0_g2_i1",0,0,2.16084183714264,0,0,0,0,2.4343016272274,0,28.0952711477715,3.88893724472607,1.23107138998212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lpl2_a_DN7035_c1_g1_i1",0,0,0,0.30499876993453,0,0,0.58411292435684,0,0,30.2244263162668,0,1.23218030215524,0,0,0,0,2.33552021656645,0,0,0,0,0,2.01219965021423,0,0.701871738354032,0,0
"lpl2_a_DN19290_c0_g1_i1",0,0,0,0,0,0,0,0,0.725294339535042,16.1847644223201,0,1.23236356869674,0.390206817185065,0.67316626525931,2.68172821285074,0,0,1.50370674340947,1.02912646782219,0,0,0,0,1.00808421738849,0.524986828968962,0.273326778246626,0
"lpl2_a_DN19243_c0_g1_i1",0,0,0,0,0,0,0,0,0,24.3086628278984,1.95705442195887,1.23235852328689,0.390302380201498,0,0,0.664962484509881,0,1.50415740238472,1.02839679407376,0,0,0,0,1.00822585635547,0.17486916712539,0,0
"lpl2_a_DN19225_c0_g1_i1",0,0,0,0,0,0,0,0,0,12.324426807842,0,0,0.391317697348683,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lpl2_a_DN2860_c1_g1_i1",0,0,0,0,0,0,0,0,0,124.185658202904,1.90772846303769,3.68147981077377,2.31681960947882,1.29737998248551,0,1.2815368873606,4.57981926171371,0,0,0,0,0,0,0,0,0.280845102833718,0
"lpl2_a_DN2855_c0_g1_i1",0,0,0,0,0,0,0,0,0,57.5504345164594,0,2.4573157670554,0.774478496780257,0,3.56099342593858,0.647172422864563,6.90978323695573,0,1.03569855673173,0,8.36306417164521,0,3.02368012677093,0,1.42041556579014,0,0
"lpl2_a_DN2889_c0_g1_i2",0,0,4.27433383521699,0,0,0,0,0.813283950790281,0,26.3161957825107,1.9571236170396,0,0.780532632628714,0.673305690285586,0,0.664513142606555,0,0,0,0,0,0,0,0,0.524821691398545,0,0
"lpl2_a_DN2889_c0_g2_i1",0,0,0,0,0,0,0,0.810601578100736,0,47.8830893467956,1.93269186561651,2.45967609140609,0,0.66078081729126,0.891474847059178,0,4.62783205064585,0,0,0,0,0,0,0,0.884092206383226,1.10897536943304,0
"lpl2_a_DN2882_c0_g1_i1",0,0,0,0,0,0,0,0,1.46129847557413,65.6492687059133,3.85336750457117,1.22919584879431,0.77528145038462,0,0.890808583123975,0,2.30814646158357,1.48725582768366,0,0,0,0,0,0,3.89866987624406,0.83427737841528,0
"lpl2_a_DN2878_c0_g1_i1",0,0,2.15085591878739,0,0,0,0,0,0,26.1873918667983,3.90241480749896,4.92832658989446,0.779173373280395,0,0,0,9.33979240845194,0,0,0,0,0,0,0,0,0,0
"lpl2_a_DN2853_c0_g1_i1",1.08619894078524,0,0,0.620651442179408,0,0,0.580961290224702,0,0,76.9722790512453,3.82055470439319,3.68231625017282,0,0.649929359689604,1.77796582180973,0,6.87710803459624,0,0,0,2.78742444519094,0,0,0,3.56626181888685,0.280469854218008,0
"lpl2_a_DN2853_c0_g2_i1",0,0,0,0,0,0,0,0,0,10.2294691926283,0,0,0.781659008834757,0.678126467576859,0,0,0,1.51130813767751,0,0,2.77582228852495,0,0,0,0,0,0
"lpl2_a_DN2834_c0_g2_i1",0,0,0,0,0,0,0,0,0,16.433014102537,0,0,0,0.678523222991203,0.893637716812741,0.669205343121906,0,0,0,0,0,0,1.00633383160996,0,0.521245118733847,0.270406641217263,0
"lpl2_a_DN2856_c0_g1_i1",0,3.37667146650797,0,0,0,0,0,0,0,68.0166367083656,1.93808871285265,2.46043743225705,0,0.66345555492534,0,0,2.31929095611854,0,0,0,0,0,0,1.00830364829335,0.705847507508237,0.829423701202259,0
"lpl2_a_DN2856_c0_g2_i1",0,0,0,0,0,0,0,2.43179773038361,0,55.8873891596821,0,0,0.388185308197301,1.3224258957832,0.891575671382402,0,2.31476827950351,0,0,0,0,0,0,0,0.176761972463595,0.831365544175944,0
"lpl2_a_DN2881_c0_g2_i1",0,0,0,0,0.701488192140193,0,0,0,0,24.208340511798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lpl2_a_DN2805_c0_g1_i1",0,0,2.19813568477857,0,0,0,0,0,0,102.97706834312,0,7.36915576081384,1.16068500865365,0.653322316789749,4.44882272637885,0.645159046438204,0,1.48283725310213,2.0727553318781,0,0,0,0,9.08528413129282,3.02333639302705,0.838358575116193,0
"lpl2_a_DN2805_c0_g1_i2",0,0,0,0,0,0,0.589507123177926,0,0,10.2581504449165,0,0,0.782160541146776,0,0,0,2.37584445179615,0,0,0,0,0,0,0,0.173902274869115,0,0
"lpl2_a_DN2815_c0_g1_i1",0,0,0,0,0,0,0,0,0,30.1172769087271,0,3.69370399695376,0.38919895925808,0.667312961453095,2.67944881410468,0.65834701792833,0,1.49649342522477,0,0,0,0,0,0,0.879520364938159,0.550675082796662,0
"lpl2_a_DN2824_c0_g1_i1",0,0,0,0.311687377846681,0,0,0,0,0,153.158722493022,1.89978801412148,2.45256365802119,1.54199083119819,3.86903781329089,3.5511550978181,0.637116856914323,4.56447258761502,1.47460248245785,1.03911098171534,0,0,0,0,0,3.93862889103732,3.66631174718863,0
"lpl2_a_DN7670_c0_g1_i1",0,0,0,0.306307618096935,0,0,0,0,0,26.0586290577562,0,1.23071348981342,0.388878353516566,0.665572504422854,0.892620807039096,0,0,0,1.03229004877134,0,0,0,0,0,0,0,0.828923184896793
"lpl2_a_DN7690_c0_g1_i1",1.09829022205236,0,0,0,0,0,0,0,0,36.942056643312,0,0,0.391152685116475,0,0.893351740705537,0.669386930440421,0,0,0,0,0,0,0,0,0.521459280737532,0.811514928407032,0
"lpl2_a_DN15736_c0_g1_i1",0,0,0,0,0,0,0,0,0,20.369365338561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174412871602418,0,0
"lpl2_a_DN15762_c0_g1_i1",0,0,0,0,0,0,0,0,0,53.7533586403498,1.92824243957813,1.22935978435832,0.775526286576461,0,0.890979756980737,1.95078063186785,4.61928521814666,2.97596656436207,0,0,0,0,0,0,0,0,0
"lpl2_a_DN15779_c0_g1_i1",0,0,0,0,0.710130201434443,0,0,0,0,35.776382092903,3.84962106048502,3.68699435514229,0,0,0,0.648665747978024,0,0,0,0,0,0.783727933720934,0,0,0,0,0
"lpl2_a_DN15733_c0_g1_i1",1.09006320286985,0,0,0,0,0,0,0,0,61.9445529824006,7.74288563785399,6.15036504526695,0,0.662297565549171,1.7836726431283,0,2.31700639214816,0,0,0,0,0,0,0,0,0,0
